Unnamed: 0,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
9069,1241987,Payday loan,,Can't contact lender,,,,2015-02-16,2015-02-24,"Bliksum, LLC",Closed with explanation,Yes,
18469,1210363,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,95820.0,2015-01-26,2015-01-26,Citibank,Closed with explanation,Yes,
397,1280287,Debt collection,Payday loan,Improper contact or sharing of info,Contacted me after I asked not to,TX,78832.0,2015-03-12,2015-03-12,Niagara Portfolio Solutions LLC,Closed,Yes,Yes
21380,1198657,Credit card,,Other fee,,NY,10002.0,2015-01-19,2015-01-19,JPMorgan Chase,Closed with monetary relief,Yes,
20629,1201902,Credit reporting,,Incorrect information on credit report,Account terms,MA,2139.0,2015-01-21,2015-01-21,Experian,Closed with explanation,Yes,Yes
22006,1197464,Mortgage,Other mortgage,Other,,FL,32824.0,2015-01-16,2015-01-27,Seterus,Closed with explanation,Yes,
2141,1268657,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,DE,19709.0,2015-03-04,2015-03-05,Wells Fargo,Closed with monetary relief,Yes,
7406,1247426,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,AL,35111.0,2015-02-19,2015-03-03,"Capital Collections, LLC",Untimely response,No,
24721,1189474,Consumer loan,Installment loan,Shopping for a loan or lease,,CA,91603.0,2015-01-10,2015-01-14,Credit Plus Inc,Closed with explanation,Yes,Yes
21868,1198146,Credit card,,Identity theft / Fraud / Embezzlement,,CA,90403.0,2015-01-17,2015-01-17,JPMorgan Chase,Closed with explanation,Yes,
20262,1203604,Credit reporting,,Incorrect information on credit report,Account terms,FL,32750.0,2015-01-21,2015-01-26,Equifax,Closed with explanation,Yes,
8028,1244793,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,IA,50536.0,2015-02-18,2015-02-18,Washington Federal,Closed with explanation,Yes,
19391,1207412,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,FL,32256.0,2015-01-23,2015-01-23,"Caliber Home Loans, Inc",Closed with explanation,Yes,Yes
7318,1248317,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NJ,7470.0,2015-02-19,2015-02-19,TransUnion,Closed with non-monetary relief,Yes,
12989,1229284,Debt collection,,Communication tactics,Threatened to take legal action,MA,2186.0,2015-02-06,2015-02-18,"National Principal Group, LLC",Closed with explanation,Yes,
14975,1221978,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,KS,67114.0,2015-02-02,2015-02-03,West Corporation,In progress,Yes,
13132,1228210,Payday loan,,Charged fees or interest I didn't expect,,LA,70072.0,2015-02-05,2015-02-06,"Enova International, Inc.",In progress,Yes,
17546,1211525,Payday loan,,Charged fees or interest I didn't expect,,MD,21133.0,2015-01-27,2015-01-27,"Enova International, Inc.",Closed with explanation,Yes,
13903,1224547,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,76273.0,2015-02-04,2015-02-18,Concord Resolution Inc,Untimely response,No,
10881,1235442,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,34786.0,2015-02-11,2015-02-11,Bank of America,Closed with non-monetary relief,Yes,
5339,1254399,Credit reporting,,Incorrect information on credit report,Account status,FL,33030.0,2015-02-24,2015-02-24,Equifax,Closed with explanation,Yes,
5034,1255657,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OH,43078.0,2015-02-24,2015-02-25,Freedom Mortgage,Closed with explanation,Yes,Yes
14522,1222505,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NY,11950.0,2015-02-03,2015-02-06,"CCS Financial Services, Inc.",Closed with explanation,Yes,
8058,1245374,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,VA,20187.0,2015-02-18,2015-02-18,Focus Holding Company,Closed with explanation,Yes,
19928,1205885,Payday loan,,Charged fees or interest I didn't expect,,SC,29927.0,2015-01-22,2015-01-27,"Risecredit, LLC",Closed with explanation,Yes,
1536,1270618,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt resulted from identity theft,NY,11228.0,2015-03-05,2015-03-06,"ClearSpring Loan Services, Inc.",Closed with explanation,Yes,
20216,1203497,Payday loan,,Can't contact lender,,TX,77042.0,2015-01-21,2015-01-26,"Check into Cash, Inc.",Closed with monetary relief,Yes,
21648,1198790,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,IA,52349.0,2015-01-18,2015-01-19,"Debt Recovery Solutions, LLC",Closed with explanation,Yes,
23918,1192157,Credit reporting,,Incorrect information on credit report,Information is not mine,PR,733.0,2015-01-13,2015-02-26,Experian,In progress,Yes,
7850,1244117,Consumer loan,Vehicle loan,Managing the loan or lease,,NC,27406.0,2015-02-18,2015-02-24,"Byrider Franchising, LLC",Closed with explanation,Yes,
26643,1183728,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,LA,71171.0,2015-01-06,2015-01-07,Seterus,Closed with explanation,Yes,
20788,1202301,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,MI,48227.0,2015-01-21,2015-01-21,Citibank,Closed with explanation,Yes,Yes
2904,1263434,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MO,64081.0,2015-03-02,2015-03-02,Navient,Closed with explanation,Yes,
24877,1189133,Credit reporting,,Incorrect information on credit report,Account status,NJ,7042.0,2015-01-09,2015-01-10,Equifax,Closed with explanation,Yes,Yes
22397,1197452,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,OH,44140.0,2015-01-15,2015-01-16,Ocwen,Closed with explanation,Yes,
7091,1246369,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NJ,7083.0,2015-02-19,2015-02-19,Equifax,In progress,Yes,
7937,1244564,Consumer loan,Installment loan,Problems when you are unable to pay,,AZ,85018.0,2015-02-18,2015-02-24,GE Capital Retail,Closed with monetary relief,Yes,
11994,1231250,Debt collection,Medical,False statements or representation,Indicated committed crime not paying,NJ,8251.0,2015-02-09,2015-02-09,"APEX Asset Management, LLC",Untimely response,No,
25721,1184298,Payday loan,,Charged fees or interest I didn't expect,,LA,71129.0,2015-01-07,2015-01-12,"CashCall, Inc.",Closed with explanation,Yes,
2858,1263577,Student loan,Non-federal student loan,Can't repay my loan,,CA,95825.0,2015-03-02,2015-03-02,Navient,Closed with explanation,Yes,
15825,1218278,Consumer loan,Vehicle loan,Managing the loan or lease,,TX,76018.0,2015-01-30,2015-01-30,Santander Consumer USA,Closed with explanation,Yes,
14128,1224976,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,TX,77095.0,2015-02-04,2015-02-04,"FAIR COLLECTIONS & OUTSOURCING, INC.",Closed with explanation,Yes,
9565,1240463,Credit card,,Rewards,,MS,39110.0,2015-02-13,2015-02-13,Discover,Closed with explanation,Yes,
23492,1196126,Other financial service,Foreign currency exchange,Incorrect exchange rate,,TN,37040.0,2015-01-13,2015-01-16,Bank of America,Closed,Yes,
24593,1189126,Student loan,Non-federal student loan,Getting a loan,,NY,11375.0,2015-01-10,2015-01-10,AES/PHEAA,Closed with explanation,Yes,No
16222,1215938,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,32068.0,2015-01-29,2015-02-02,"Diversified Consultants, Inc.",Closed with explanation,Yes,
15022,1219801,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,33617.0,2015-02-02,2015-02-06,Bank of America,Closed with explanation,Yes,
23214,1193664,Debt collection,,Communication tactics,Frequent or repeated calls,MO,63701.0,2015-01-14,2015-01-20,"ARS National Services, Inc.",Closed with explanation,Yes,
21471,1198801,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,MS,38654.0,2015-01-19,2015-01-19,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes
17792,1211683,Credit card,,Other,,MA,2139.0,2015-01-27,2015-01-27,JPMorgan Chase,Closed with explanation,Yes,
16197,1215917,Credit reporting,,Incorrect information on credit report,Public record,NC,28273.0,2015-01-29,2015-01-29,Equifax,Closed with explanation,Yes,
12042,1230841,Credit reporting,,Incorrect information on credit report,Account status,OH,43125.0,2015-02-09,2015-02-12,Equifax,Closed with explanation,Yes,Yes
26635,1183669,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,90019.0,2015-01-06,2015-01-07,Ocwen,Closed with explanation,Yes,No
24401,1190098,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,OR,97502.0,2015-01-12,2015-01-12,Capital One,Closed with explanation,Yes,
19207,1207141,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,FL,33971.0,2015-01-23,2015-01-23,"Caliber Home Loans, Inc",Closed with explanation,Yes,
24765,1189679,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,WA,98362.0,2015-01-10,2015-01-14,PHH Mortgage,Closed with explanation,Yes,
23808,1191878,Credit card,,Customer service / Customer relations,,NY,12603.0,2015-01-13,2015-01-14,Citibank,Closed with explanation,Yes,
11973,1231054,Bank account or service,Checking account,Using a debit or ATM card,,NY,11235.0,2015-02-09,2015-02-09,Bank of America,Closed with monetary relief,Yes,
22960,1192677,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79415.0,2015-01-14,2015-01-14,Experian,Closed with non-monetary relief,Yes,
21811,1198149,Bank account or service,Checking account,"Account opening, closing, or management",,CA,90057.0,2015-01-17,2015-01-17,Union Bank,Closed with explanation,Yes,
9672,1240924,Credit card,,Identity theft / Fraud / Embezzlement,,HI,96819.0,2015-02-13,2015-02-14,Discover,Closed with non-monetary relief,Yes,
23319,1194248,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NC,28752.0,2015-01-14,2015-01-15,Ocwen,Closed with explanation,Yes,Yes
852,1274453,Credit reporting,,Incorrect information on credit report,Account terms,GA,30093.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,Yes
18813,1208869,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,FL,33146.0,2015-01-24,2015-01-25,Wells Fargo,Closed with explanation,Yes,Yes
3308,1261993,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,PA,19311.0,2015-02-28,2015-02-28,Bank of America,Closed with non-monetary relief,Yes,Yes
15730,1219329,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,ID,83713.0,2015-01-30,2015-01-31,U.S. Bancorp,Closed with explanation,Yes,Yes
13035,1229680,Credit reporting,,Incorrect information on credit report,Account status,OH,43085.0,2015-02-06,2015-02-06,Experian,Closed with non-monetary relief,Yes,
274,1282484,Credit reporting,,Incorrect information on credit report,Account terms,NY,10016.0,2015-03-13,2015-03-13,Equifax,Closed with explanation,Yes,
15986,1217977,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,PA,18064.0,2015-01-30,2015-01-30,Nationstar Mortgage,Closed with explanation,Yes,
27567,1179806,Student loan,Non-federal student loan,Can't repay my loan,,GA,30319.0,2015-01-03,2015-01-04,Navient,Closed with explanation,Yes,No
2342,1265306,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NC,28390.0,2015-03-03,2015-03-09,Wells Fargo,Closed with explanation,Yes,
19997,1204496,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,CA,92115.0,2015-01-22,2015-01-22,GE Capital Retail,Closed with non-monetary relief,Yes,
15793,1217475,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,90603.0,2015-01-30,2015-01-30,Citibank,Closed with explanation,Yes,
7317,1248332,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,14120.0,2015-02-19,2015-02-19,Navient,Closed with explanation,Yes,
7136,1246404,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,95377.0,2015-02-19,2015-02-25,Wells Fargo,Closed with explanation,Yes,
19427,1207907,Credit card,,Billing disputes,,MT,59870.0,2015-01-23,2015-01-24,Citibank,Closed with explanation,Yes,
19959,1204330,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,20602.0,2015-01-22,2015-01-22,Wells Fargo,Closed with explanation,Yes,
13953,1224708,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,646.0,2015-02-04,2015-02-11,Banco Santander Puerto Rico,Closed with explanation,Yes,
12655,1228086,Credit reporting,,Incorrect information on credit report,Account terms,,85929.0,2015-02-06,2015-02-06,Equifax,Closed with explanation,Yes,
20168,1204940,Debt collection,,Communication tactics,Used obscene/profane/abusive language,MA,2330.0,2015-01-22,2015-01-29,Nations Recovery Center,Closed with non-monetary relief,Yes,Yes
9527,1239550,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,90056.0,2015-02-13,2015-02-13,Ocwen,Closed with explanation,Yes,
9880,1237943,Consumer loan,Personal line of credit,Problems when you are unable to pay,,NC,28328.0,2015-02-12,2015-02-18,GE Capital Retail,Closed with explanation,Yes,
14990,1220215,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,FL,33414.0,2015-02-02,2015-02-05,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,
23613,1191518,Debt collection,Credit card,Disclosure verification of debt,Not disclosed as an attempt to collect,TX,75203.0,2015-01-13,2015-01-14,Bank of America,Closed with explanation,Yes,
9202,1241625,Credit card,,Credit line increase/decrease,,TX,76009.0,2015-02-15,2015-02-16,GE Capital Retail,Closed with monetary relief,Yes,
5047,1253765,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,AL,35211.0,2015-02-24,2015-03-03,"Convergent Resources, Inc.",Closed with explanation,Yes,
14625,1225481,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,OH,44052.0,2015-02-03,2015-02-04,Encore Capital Group,Closed with explanation,Yes,Yes
20619,1201864,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,FL,32956.0,2015-01-21,2015-01-23,Radius Global Solutions LLC,Closed with explanation,Yes,
905,1274393,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NY,13901.0,2015-03-09,2015-03-09,"EOS Holdings, Inc.",Closed with explanation,Yes,Yes
14666,1221701,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,33181.0,2015-02-03,2015-02-03,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
12350,1230261,Bank account or service,Other bank product/service,Using a debit or ATM card,,NY,10001.0,2015-02-07,2015-02-07,Capital One,Closed with explanation,Yes,Yes
20913,1198954,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,CA,91766.0,2015-01-20,2015-01-22,JLU Asset Management Group LTD,Untimely response,No,
22351,1197207,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,OH,43228.0,2015-01-16,2015-01-16,"Diversified Consultants, Inc.",Closed with explanation,Yes,
14133,1224672,Payday loan,,Can't contact lender,,MA,1087.0,2015-02-04,2015-02-09,"Brightwater Capital, LLC",Closed,No,
10392,1237202,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,WA,98155.0,2015-02-11,2015-02-19,Ocwen,Closed with explanation,Yes,
3601,1261347,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,CA,91387.0,2015-02-27,2015-02-27,Amerisave,Closed with monetary relief,Yes,
21392,1198686,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,MD,21230.0,2015-01-19,2015-01-19,Flagstar Bank,Closed with explanation,Yes,
18884,1207988,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,GA,30364.0,2015-01-24,2015-01-24,James B. Nutter & Company,Closed with explanation,Yes,Yes
10299,1239275,Debt collection,,Communication tactics,Frequent or repeated calls,IA,52317.0,2015-02-12,2015-02-12,"The CBE Group, Inc.",Closed with explanation,Yes,
18170,1209496,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NJ,8880.0,2015-01-26,2015-01-26,"HOVG, LLC",Closed with explanation,Yes,Yes
24433,1190199,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,SC,29907.0,2015-01-12,2015-01-15,Delbert Services,Closed with explanation,Yes,
25728,1185074,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,CA,91103.0,2015-01-07,2015-01-13,Wells Fargo,Closed with explanation,No,
8616,1242651,Debt collection,,False statements or representation,Attempted to collect wrong amount,MO,63114.0,2015-02-17,2015-02-17,"GAMACHE & MYERS, PC",Closed with explanation,Yes,
26808,1180142,Bank account or service,Other bank product/service,"Account opening, closing, or management",,PA,18504.0,2015-01-05,2015-01-16,Wells Fargo,Closed with explanation,Yes,
3068,1262398,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NJ,7079.0,2015-03-02,2015-03-10,Equifax,Closed with explanation,Yes,Yes
18712,1208164,Bank account or service,Savings account,"Account opening, closing, or management",,CA,91750.0,2015-01-25,2015-01-25,U.S. Bancorp,Closed with monetary relief,Yes,
2140,1268123,Consumer loan,Vehicle lease,Managing the loan or lease,,CA,92673.0,2015-03-04,2015-03-04,Mercedes-Benz Financial Services,In progress,Yes,
27836,1179207,Bank account or service,Other bank product/service,"Account opening, closing, or management",,MD,21117.0,2015-01-02,2015-01-02,PNC Bank,Closed with explanation,Yes,
7703,1244732,Debt collection,,Communication tactics,Frequent or repeated calls,VA,22172.0,2015-02-18,2015-02-24,Gila LLC,Closed with explanation,Yes,
22872,1194457,Credit reporting,,Incorrect information on credit report,Account status,MD,20854.0,2015-01-15,2015-01-26,Equifax,Closed with explanation,Yes,
10676,1236128,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NM,87008.0,2015-02-11,2015-02-11,Regional Management Corp.,Closed with explanation,Yes,
2136,1267994,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,FL,33060.0,2015-03-04,2015-03-04,TransUnion,Closed with non-monetary relief,Yes,Yes
12769,1228621,Mortgage,FHA mortgage,Credit decision / Underwriting,,NM,87048.0,2015-02-06,2015-02-11,Bank of America,Closed with explanation,Yes,
15059,1221288,Credit card,,Billing disputes,,CA,91745.0,2015-02-02,2015-02-03,Amex,Closed with monetary relief,Yes,
13298,1226000,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,76022.0,2015-02-05,2015-02-05,Capital One,Closed with explanation,Yes,Yes
4867,1257836,Credit card,,Advertising and marketing,,CA,92131.0,2015-02-25,2015-02-26,JPMorgan Chase,Closed with non-monetary relief,Yes,
1288,1282952,Credit card,,Closing/Cancelling account,,MA,1010.0,2015-03-06,2015-03-13,Bank of America,Closed with explanation,Yes,
7880,1244181,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,92407.0,2015-02-18,2015-02-18,Ocwen,In progress,Yes,
14946,1219876,Credit reporting,,Incorrect information on credit report,Personal information,OH,45651.0,2015-02-02,2015-02-06,TransUnion,Closed with explanation,Yes,
7510,1249235,Credit reporting,,Incorrect information on credit report,Account status,NJ,7032.0,2015-02-19,2015-02-20,Experian,In progress,Yes,
18411,1209372,Student loan,Non-federal student loan,Dealing with my lender or servicer,,LA,71457.0,2015-01-26,2015-01-26,Navient,Closed with explanation,Yes,
9162,1241213,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NY,11372.0,2015-02-15,2015-02-15,Nationstar Mortgage,Closed with explanation,Yes,
15205,1221660,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,WI,53216.0,2015-02-02,2015-02-03,"HireRight Solutions, Inc.",Closed with explanation,Yes,
21261,1199970,Mortgage,Other mortgage,Other,,WA,98466.0,2015-01-20,2015-01-23,Nationstar Mortgage,Closed with explanation,Yes,
17636,1211958,Debt collection,Medical,False statements or representation,Indicated committed crime not paying,FL,32656.0,2015-01-27,2015-01-30,"Choice Recovery, Inc.",Closed with explanation,Yes,
2061,1267350,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,95134.0,2015-03-04,2015-03-04,"National Credit Systems,Inc.",Closed with explanation,Yes,
22257,1196845,Debt collection,,Improper contact or sharing of info,Talked to a third party about my debt,NY,13363.0,2015-01-16,2015-01-21,Forster & Garbus LLP,Closed with explanation,Yes,
20495,1201529,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,DE,19808.0,2015-01-21,2015-01-23,PNC Bank,Closed with explanation,Yes,
21781,1197829,Bank account or service,Checking account,"Account opening, closing, or management",,NJ,7003.0,2015-01-17,2015-01-17,TD Bank,Closed with monetary relief,Yes,Yes
4282,1258996,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,20.0,2015-02-26,2015-03-04,"Expert Global Solutions, Inc.",Closed with explanation,Yes,
26945,1181146,Consumer loan,Installment loan,Taking out the loan or lease,,VA,22302.0,2015-01-05,2015-01-06,Bank of America,Closed with explanation,Yes,
21337,1200277,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,FL,32164.0,2015-01-20,2015-01-20,Bank of America,Closed with explanation,Yes,
9564,1240480,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,AZ,85251.0,2015-02-13,2015-02-13,First California Mortgage Co,Closed with explanation,Yes,
573,1277429,Debt collection,,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,MI,48822.0,2015-03-11,2015-03-12,"Convergent Resources, Inc.",Closed with explanation,Yes,
8085,1246813,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,92139.0,2015-02-18,2015-02-19,Ocwen,Closed with explanation,Yes,
8365,1243154,Bank account or service,Checking account,Deposits and withdrawals,,NM,87105.0,2015-02-17,2015-02-18,Wells Fargo,Closed with non-monetary relief,Yes,
9962,1238375,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NC,27613.0,2015-02-12,2015-02-19,Wells Fargo,Closed with explanation,Yes,
24338,1189907,Credit card,,Balance transfer,,FL,34714.0,2015-01-12,2015-01-12,Discover,Closed with explanation,Yes,Yes
19047,1207720,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,ID,83835.0,2015-01-23,2015-01-24,TD Bank,Closed with explanation,Yes,Yes
13190,1226376,Credit card,,Delinquent account,,AZ,68568.0,2015-02-05,2015-02-06,JPMorgan Chase,Closed with explanation,Yes,Yes
23922,1192163,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,LA,70119.0,2015-01-13,2015-01-13,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,Yes
16291,1216842,Credit reporting,,Incorrect information on credit report,Information is not mine,TN,37080.0,2015-01-29,2015-01-29,Equifax,Closed with non-monetary relief,Yes,
22001,1197492,Bank account or service,Checking account,"Account opening, closing, or management",,GA,30004.0,2015-01-16,2015-01-16,PNC Bank,Closed,Yes,
27265,1181861,Consumer loan,Vehicle loan,Problems when you are unable to pay,,GA,30144.0,2015-01-05,2015-01-06,Nissan Motor Acceptance Corporation,Closed,Yes,
24550,1189687,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,FL,34221.0,2015-01-11,2015-01-11,U.S. Bancorp,Closed with non-monetary relief,Yes,
17538,1212001,Mortgage,Other mortgage,Other,,NJ,8054.0,2015-01-27,2015-01-30,"Green Tree Servicing, LLC",Closed with non-monetary relief,Yes,
16851,1215029,Credit card,,Late fee,,VA,23112.0,2015-01-28,2015-01-29,Capital One,Closed with non-monetary relief,Yes,
23254,1194056,Credit reporting,,Incorrect information on credit report,Account terms,FL,33325.0,2015-01-14,2015-01-15,TransUnion,Closed with explanation,Yes,
21466,1198849,Bank account or service,Checking account,"Making/receiving payments, sending money",,IL,60202.0,2015-01-19,2015-01-19,Bank of America,Closed with explanation,Yes,
26719,1181786,Credit reporting,,Incorrect information on credit report,Account status,TX,76087.0,2015-01-06,2015-01-14,Experian,Closed with explanation,Yes,
8650,1243132,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NY,10928.0,2015-02-17,2015-02-27,Law Office of Linda Strumpf,Closed with explanation,Yes,
5551,1255079,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,TN,37011.0,2015-02-24,2015-02-24,"WAKEFIELD & ASSOCIATES, INC.",Closed with explanation,Yes,
22275,1196941,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,NC,28117.0,2015-01-16,2015-01-16,"Escallate, LLC",Closed with explanation,Yes,
20526,1202542,Bank account or service,Checking account,"Account opening, closing, or management",,CA,91325.0,2015-01-21,2015-01-21,Bank of America,Closed with non-monetary relief,Yes,
15609,1219489,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NY,11105.0,2015-01-31,2015-01-31,"Asta Funding, Inc",Closed with explanation,Yes,Yes
8211,1245270,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MO,65270.0,2015-02-18,2015-02-25,SunTrust Bank,Closed with explanation,Yes,
250,1281990,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,VA,23168.0,2015-03-13,2015-03-13,Equifax,In progress,Yes,
24379,1189989,Credit reporting,,Incorrect information on credit report,Personal information,FL,34609.0,2015-01-12,2015-01-12,TransUnion,Closed with explanation,Yes,No
8763,1241695,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,NC,27892.0,2015-02-16,2015-02-23,Residential Credit Solutions,Closed with explanation,No,
14858,1221762,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,VA,22079.0,2015-02-02,2015-02-03,Capital One,Closed with explanation,Yes,
6777,1248653,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,PA,15102.0,2015-02-20,2015-02-20,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
26254,1182027,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,PA,19380.0,2015-01-06,2015-01-09,Citibank,Closed with explanation,Yes,
4104,1258491,Credit reporting,,Incorrect information on credit report,Account status,AZ,85249.0,2015-02-26,2015-03-10,Equifax,In progress,Yes,
10495,1236105,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,CA,92223.0,2015-02-11,2015-02-11,"CMRE Financial Services, Inc.",In progress,Yes,
15117,1221955,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TN,37211.0,2015-02-02,2015-02-03,"United Collection Bureau, Inc.",Closed with explanation,Yes,
11506,1233280,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,AL,36549.0,2015-02-10,2015-02-10,Sunrise Credit Services Inc.,Closed with explanation,Yes,
21524,1199089,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,PA,15927.0,2015-01-19,2015-01-20,"Credence Resource Management, LLC",Closed with explanation,Yes,Yes
7427,1248419,Bank account or service,Savings account,Deposits and withdrawals,,MI,49512.0,2015-02-19,2015-03-02,GE Capital Bank,Closed with explanation,Yes,
8516,1243662,Credit card,,Other,,NJ,8753.0,2015-02-17,2015-02-17,Capital One,Closed with explanation,Yes,
28016,1178466,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,33312.0,2015-01-02,2015-01-02,Wells Fargo,Closed with monetary relief,Yes,
27629,1178575,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,32580.0,2015-01-02,2015-01-02,Citibank,Closed with explanation,Yes,
1190,1272810,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,OK,73012.0,2015-03-07,2015-03-07,"MRS BPO, L.L.C.",Closed with explanation,Yes,
